hospital_id,state,district,city,hospital_name,latitude,longitude,total_beds,occupied_beds,available_beds,icu_beds,available_icu_beds,emergency_beds,available_emergency_beds,emergency_24x7,accepts_referral,ambulance,oxygen_support,ventilator,blood_bank,cardiology,neurology,nephrology,pulmonology,orthopedics,general_medicine,general_surgery,trauma_unit,burn_unit,ct_scan,mri,xray,ultrasound,ecg,dialysis,blood_test,cbc,troponin_test,dengue_ns1_test,malaria_test,blood_glucose_test,hba1c_test,kidney_function_test,pulmonary_function_test,blood_culture,lactate_test,stool_test
GH00462,Rajasthan,Bikaner,Bikaner,State Bikaner General Hospital,27.944923,73.266659,908,747,161,95,44,95,28,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00463,Karnataka,Mysuru,Mysuru,Government Mysuru Hospital,12.316334,76.652579,905,710,195,59,13,79,35,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00464,West Bengal,Howrah,Howrah,Government Howrah District Hospital,22.572105,88.19869,439,311,128,34,1,36,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00465,Bihar,Purnia,Purnia,Integrated Purnia District Hospital,25.829824,87.529143,556,401,155,78,0,63,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00466,Bihar,Darbhanga,Darbhanga,Civil Darbhanga Hospital,26.174725,85.929257,495,312,183,51,17,25,5,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00467,West Bengal,Asansol,Asansol,Regional Asansol General Hospital,23.736949,86.95186,598,321,277,47,4,37,3,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
GH00468,Punjab,Mohali,Mohali,Government Mohali Hospital,30.780341,76.679846,741,403,338,52,6,77,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00469,Punjab,Ludhiana,Ludhiana,Regional Ludhiana General Hospital,30.970192,75.878197,762,417,345,95,39,39,10,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00470,Bihar,Purnia,Purnia,District Purnia Hospital,25.749436,87.44795,282,205,77,29,8,32,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
GH00471,Gujarat,Rajkot,Rajkot,Integrated Rajkot General Hospital,22.253315,70.872826,543,432,111,28,4,31,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes
GH00472,Rajasthan,Jaipur,Jaipur,Integrated Jaipur Hospital,26.872968,75.721543,817,445,372,70,3,46,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No
GH00473,Maharashtra,Thane,Thane,District Thane District Hospital,19.16882,73.009143,883,665,218,77,38,73,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
GH00474,Uttar Pradesh,Varanasi,Varanasi,Integrated Varanasi General Hospital,25.323301,82.915837,915,865,50,123,44,107,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No
GH00475,Maharashtra,Aurangabad,Aurangabad,Integrated Aurangabad District Hospital,19.827039,75.311701,111,90,21,15,6,10,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00476,Rajasthan,Ajmer,Ajmer,Civil Ajmer Hospital,26.506302,74.652673,412,259,153,51,3,30,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
GH00477,Karnataka,Mysuru,Mysuru,Government Mysuru Medical College Hospital,12.298465,76.656951,326,320,6,43,16,18,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No
GH00478,Bihar,Begusarai,Begusarai,Integrated Begusarai Hospital,25.424303,86.061172,397,369,28,22,10,25,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00479,Tamil Nadu,Madurai,Madurai,State Madurai Medical College Hospital,9.847909,78.123335,787,728,59,57,20,73,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00480,West Bengal,Siliguri,Siliguri,Civil Siliguri District Hospital,26.711004,88.448986,731,702,29,58,11,44,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00481,West Bengal,Durgapur,Durgapur,Civil Durgapur Medical College Hospital,23.571413,87.263943,104,72,32,7,3,10,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
GH00482,Gujarat,Vadodara,Vadodara,State Vadodara Medical College Hospital,22.314224,73.219528,795,772,23,66,3,65,11,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
GH00483,Maharashtra,Nashik,Nashik,Regional Nashik Hospital,19.937408,73.765008,279,159,120,37,15,31,10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
GH00484,Maharashtra,Aurangabad,Aurangabad,Integrated Aurangabad Hospital,19.822255,75.270076,844,460,384,117,5,72,35,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00485,Rajasthan,Ajmer,Ajmer,Civil Ajmer Medical College Hospital,26.399593,74.594993,137,101,36,14,0,13,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00486,West Bengal,Siliguri,Siliguri,Government Siliguri District Hospital,26.77627,88.37672,237,177,60,23,11,18,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00487,Bihar,Muzaffarpur,Muzaffarpur,Regional Muzaffarpur Medical College Hospital,26.044346,85.409838,875,700,175,56,23,54,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00488,Delhi,East Delhi,East Delhi,State East Delhi Hospital,28.63745,77.30442,324,286,38,23,8,24,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00489,Uttar Pradesh,Meerut,Meerut,Civil Meerut General Hospital,29.041782,77.681181,565,305,260,30,5,32,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes
GH00490,Maharashtra,Aurangabad,Aurangabad,State Aurangabad Medical College Hospital,19.849553,75.333943,485,409,76,42,3,46,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00491,Karnataka,Mangaluru,Mangaluru,Civil Mangaluru Medical College Hospital,12.990765,74.787751,628,521,107,53,0,46,8,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
GH00492,Rajasthan,Jaipur,Jaipur,Regional Jaipur Medical College Hospital,26.982621,75.866136,550,359,191,40,4,52,20,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
GH00493,Delhi,North Delhi,North Delhi,Government North Delhi District Hospital,28.65557,77.143755,716,418,298,83,16,76,31,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
GH00494,Tamil Nadu,Salem,Salem,Civil Salem Medical College Hospital,11.656162,78.151829,704,434,270,80,14,36,17,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
GH00495,Delhi,West Delhi,West Delhi,Regional West Delhi Medical College Hospital,28.599105,77.171208,237,198,39,23,3,14,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00496,Maharashtra,Pune,Pune,Regional Pune General Hospital,18.573809,73.839906,713,644,69,81,23,82,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GH00497,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Civil Tiruchirappalli General Hospital,10.845226,78.739952,274,193,81,36,14,28,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
GH00498,Delhi,West Delhi,West Delhi,Integrated West Delhi District Hospital,28.617245,77.087946,271,222,49,38,0,24,9,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
GH00499,Gujarat,Rajkot,Rajkot,Government Rajkot Hospital,22.336005,70.725867,116,70,46,11,2,11,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
GH00500,Delhi,West Delhi,West Delhi,District West Delhi Medical College Hospital,28.705531,77.045858,587,312,275,80,6,50,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
